Team A,Team B,Winner,Victory,Victory Turn,Map played,Map ban1,Map ban2,Map ban3,Map ban4,Map ban5,Map ban6,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Ban7,Ban8,Ban9,Ban10,Ban11,Ban12,Ban13,Ban14,PickA1,PickB1,PickA2,PickB2,PickA3,PickB3,PickA4,PickB4,PlayerA1,PlayerB1,PlayerA2,PlayerB2,PlayerA3,PlayerB3,PlayerA4,PlayerB4,Date,Division
751902039964909649,652143977260122125,652143977260122125,CC,110,pangaea standard,rich highlands,inland sea,lakes,primordial,seven seas,tilted axis,wu zetian,genghis khan,cleopatra (ptolemaic),julius caesar,alexander,shaka,simon bolivar,basil ii,theodora,lautaro,matthias corvinus,jadwiga,kublai khan (mongolia),menelik ii,catherine de medici (black queen),montezuma,ambiorix,trajan,nader shah,chandragupta,lady six sky,ba trieu,436574185716973579,183282110902173698,111335315238641664,181879507756515328,241995821090996224,222367163888041984,423149190185615371,201821608506032129,09/06/25,1
848663783487307816,1234806560585154653,848663783487307816,CC,61,rich highlands,lakes,pangaea standard,seven seas,tilted axis,inland sea,primordial,tomyris,kupe,kublai khan (mongolia),philip ii,lautaro,menelik ii,genghis khan,tokugawa,ambiorix,alexander,catherine de medici (black queen),simon bolivar,trajan,hammurabi,poundmaker,eleanor of aquitaine (england),shaka,montezuma,harald varangian,basil ii,seondeok,hojo tokimune,527964826774011906,526714611333070861,731217157655887963,452310681090392066,229584957293461504,262244450040807424,311143568049831937,239779580833955842,18/01/25,2
1055473395992641546,1191073219399139348,1191073219399139348,CC,59,inland sea,rich highlands,unknown,primordial,pangaea standard,tilted axis,lakes,julius caesar,harald hardrada,tomyris,alexander,hammurabi,genghis khan,philip ii,gitarja,kupe,joao iii,gilgamesh,elizabeth i,wu zetian,montezuma,hojo tokimune,catherine de medici (black queen),victoria,dido,shaka,poundmaker,trajan,victoria age of steam,1105560465997828158,273573993972236290,138691758035828736,266184659363168256,390180742014959628,420018970457014282,778076813817413653,409504762338213888,19/01/25,2
1136784799294566424,1000707400430534666,1136784799294566424,CC,104,seven seas,primordial,pangaea standard,tilted axis,rich highlands,inland sea,lakes,lautaro,kupe,genghis khan,alexander,tomyris,harald hardrada,catherine de medici (black queen),philip ii,kublai khan (mongolia),dido,montezuma,julius caesar,joao iii,nader shah,hojo tokimune,wu zetian,trajan,pedro ii,basil ii,elizabeth i,victoria,peter,286582615681662976,382491852034801665,394256821810102283,167346966706126848,557264585980248094,143121285054988289,690272251953676620,181385569027227649,21/01/25,2
1136784799294566424,848663783487307816,848663783487307816,CC,73,rich highlands,pangaea standard,lakes,seven seas,primordial,inland sea,tilted axis,lautaro,genghis khan,kupe,menelik ii,alexander,ambiorix,tomyris,philip ii,kublai khan (mongolia),poundmaker,hammurabi,eleanor of aquitaine (england),harald varangian,tamar,catherine de medici (black queen),shaka,trajan,montezuma,jaravarman vii,tokugawa,hojo tokimune,simon bolivar,197330527202574336,293847512488607744,286582615681662976,731217157655887963,557264585980248094,311143568049831937,164908102573883392,595317841235017728,23/01/25,2
1053250053235539988,1055473395992641546,1053250053235539988,CC,75,pangaea standard,rich highlands,unknown,primordial,pangaea classic,tilted axis,lakes,simon bolivar,genghis khan,philip ii,alexander,tomyris,lautaro,kupe,shaka,kublai khan (mongolia),gilgamesh,tokugawa,ambiorix,wu zetian,cleopatra (egyptian),catherine de medici (black queen),julius caesar,trajan,montezuma,tamar (better than,matthias corvinus,pachacuti,jadwiga,219516470357393409,266166044262006784,397063934525571082,311495473766858753,250006814391795714,390180742014959628,594500237570080770,778076813817413653,24/01/25,2
1185300521796501645,1267906166072021195,1267906166072021195,CC,72,seven seas,primordial,pangaea classic,pangaea standard,rich highlands,tilted axis,lakes,julius caesar,harald hardrada,alexander,philip ii,tomyris,kupe,catherine de medici (black queen),ambiorix,lautaro,genghis khan,trajan,kublai khan (mongolia),gitarja,matthias corvinus,elizabeth i,harald varangian,simon bolivar,tokugawa,hammurabi,ludwig ii,catherine magnifique,montezuma,240520630728916992,529143150732640266,293827574554034179,1277037182636523563,398214697817473025,223937610882482187,236518317886668800,293593676947390467,25/01/25,2
1053250053235539988,1234806560585154653,1234806560585154653,Scientific,121,seven seas,rich highlands,pangaea standard,lakes,primordial,tilted axis,inland sea,tokugawa,genghis khan,tomyris,lautaro,alexander,philip ii,catherine de medici (black queen),julius caesar,kupe,harald hardrada,montezuma,trajan,dido,matthias corvinus,gilgamesh,wu zetian,kublai khan (mongolia),menelik ii,pedro ii,hojo tokimune,elizabeth i,hammurabi,594500237570080770,492691295471403010,219516470357393409,776524547692298292,231770428161523712,264758051737698304,456864221083205654,163729825331150849,26/01/25,2
1000707400430534666,848663783487307816,848663783487307816,CC,70,rich highlands,inland sea,seven seas,pangaea standard,lakes,primordial,tilted axis,poundmaker,genghis khan,montezuma,menelik ii,tokugawa,lautaro,alexander,ambiorix,catherine de medici (black queen),tomyris,tamar,basil ii,trajan,matthias corvinus,shaka,kupe,hojo tokimune,philip ii,hammurabi,kublai khan (mongolia),qin (mandate of heaven),simon bolivar,382491852034801665,229584957293461504,318836707866968065,595317841235017728,370479602994380801,293847512488607744,181385569027227649,731217157655887963,28/01/25,2
1191073219399139348,945399417803014204,1191073219399139348,CC,85,inland sea,primordial,rich highlands,pangaea standard,lakes,tilted axis,seven seas,gilgamesh,harald hardrada,philip ii,gitarja,tomyris,dido,julius caesar,lautaro,alexander,genghis khan,victoria age of steam,wu zetian,elizabeth i,simon bolivar,catherine de medici (black queen),hojo tokimune,joao iii,trajan,eleanor of aquitaine (england),victoria,hammurabi,lady six sky,273573993972236290,203166986727849997,409504762338213888,191964345956171776,266184659363168256,693853784140415057,420018970457014282,154592303036628994,28/01/25,2
1191073219399139348,1267906166072021195,1191073219399139348,CC,89,lakes,seven seas,inland sea,primordial,tilted axis,pangaea standard,rich highlands,shaka,ambiorix,tomyris,lautaro,julius caesar,genghis khan,alexander,simon bolivar,gilgamesh,kupe,kublai khan (mongolia),basil ii,tokugawa,theodora,catherine de medici (black queen),philip ii,hammurabi,harald varangian,trajan,lady six sky,yongle,mvemba a nzinga,866240124857745418,456226577798135808,143812731764473856,529143150732640266,409504762338213888,260487700547633152,420018970457014282,223937610882482187,29/01/25,2
1185300521796501645,1000707400430534666,1000707400430534666,CC,92,tilted axis,pangaea classic,rich highlands,pangaea standard,primordial,seven seas,lakes,catherine de medici (black queen),harald hardrada,tomyris,kupe,julius caesar,gitarja,lautaro,alexander,genghis khan,philip ii,gilgamesh,trajan,montezuma,cleopatra (egyptian),elizabeth i,joao iii,victoria,hojo,gorgo,wu zetian,kublai khan (mongolia),eleanor of aquitaine (england),240520630728916992,382491852034801665,299656800205012993,318836707866968065,260510555373043713,181385569027227649,398214697817473025,370479602994380801,29/01/25,2
1136784799294566424,945399417803014204,945399417803014204,CC,101,rich highland,primordial,inland sea,tilted axis,pangaea standard,seven seas,lakes,ambiorix,menelik ii,trajan,philip ii,catherine de medici (black queen),kupe,tokugawa,genghis khan,simon bolivar,lautaro,tamar,harald varangian,saladin (vizier),tomyris,victoria age of steam,poudmaker,montezuma,shaka,kublai khan (mongolia),jadwiga,basil ii,eleanor of aquitaine (england),164908102573883392,203166986727849997,690272251953676620,191964345956171776,442662323157598209,218175524390830092,557264585980248094,154592303036628994,30/01/25,2
1234806560585154653,1185300521796501645,1185300521796501645,CC,71,tilted axis,pangaea standard,primordial,rich highlands,lakes,seven seas,inland sea,catherine de medici (black queen),harald hardrada,lautaro,philip ii,alexander,genghis khan,gitarja,hojo tokimune,tomyris,kupe,joao iii,montezuma,dido,basil ii,gilgamesh,tokugawa,elizabeth i,julius caesar,victoria,trajan,nader shah,kublai khan (mongolia),492691295471403010,260510555373043713,239779580833955842,398214697817473025,526714611333070861,691676320605929646,776524547692298292,293827574554034179,31/01/25,2
945399417803014204,1055473395992641546,945399417803014204,CC,63,pangaea standard,tilted axis,primordial,seven seas,inland sea,rich highlands,lakes,ambiorix,julius caesar,alexander,genghis khan,trajan,kupe,simon bolivar,catherine de medici (black queen),lautaro,tomyris,montezuma,philip ii,mansa musa,wu zetian,shaka,gilgamesh,jadwiga,menelik ii,tokugawa,matthias corvinus,nader shah,cyrus,191964345956171776,138691758035828736,218175524390830092,390180742014959628,186159844678565888,778076813817413653,376391932705767424,277462810164723712,02/02/25,2
1267906166072021195,1053250053235539988,1267906166072021195,CC,67,rich highlands,inland sea,lakes,primordial,seven seas,pangaea standard,tilted axis,kupe,philip ii,catherine de medici (black queen),shaka,poundmaker,tokugawa,ambiorix,genghis khan,simon bolivar,montezuma,eleanor of aquitaine (england),catherine de medici (manificence),harald varangian,hammurabi,lautaro,menelik ii,kublai khan (mongolia),trajan,pedro ii,nader shah,eleanor of aquitaine (france),gorgo,529143150732640266,250006814391795714,1277037182636523563,594500237570080770,456226577798135808,397063934525571082,293593676947390467,231770428161523712,02/02/25,2
945399417803014204,1234806560585154653,945399417803014204,CC,52,inland sea,rich highlands,primordial,seven seas,pangaea standard,tilted axis,lakes,philip ii,harald hardrada,lady six sky,genghis khan,alexander,lautaro,hojo tokimune,tomyris,gitarja,gilgamesh,elizabeth i,trajan,victoria,shaka,catherine de medici (black queen),kupe,dido,tokugawa,harald varangian,kublai khan (mongolia),simon bolivar,basil ii,218175524390830092,776524547692298292,191964345956171776,163729825331150849,186159844678565888,452310681090392066,376391932705767424,262244450040807424,05/02/25,2
1136784799294566424,1185300521796501645,1136784799294566424,CC,75,pangaea standard,primordial,unknown,inland sea,seven seas,rich highlands,tilted axis,kupe,genghis khan,tomyris,alexander,montezuma,lautaro,kublai khan (mongolia),julius caesar,ba trieu,shaka,trajan,matthias corvinus,suleiman (kanuni),menelik ii,catherine de medici (black queen),ambiorix,wu zetian,gilgamesh,hojo tokimune,nader shah,basil ii,simon bolivar,394256821810102283,260510555373043713,164908102573883392,691676320605929646,690272251953676620,293827574554034179,557264585980248094,398214697817473025,05/02/25,2
1053250053235539988,848663783487307816,1053250053235539988,CC,135,rich highlands,inland sea,seven seas,lakes,primordial,pangaea standard,tilted axis,alexander,menelik ii,catherine de medici (black queen),kupe,wu zetian,genghis khan,kublai khan (mongolia),lautaro,tomyris,tamar,trajan,basil ii,gilgamesh,tokugawa,shaka,philip ii,simon bolivar,poundmaker,suleiman (muhtesem),ambiorix,montezuma,cyrus,250006814391795714,595317841235017728,476001992909651989,260487700547633152,456864221083205654,311143568049831937,594500237570080770,731217157655887963,06/02/25,2
1191073219399139348,1000707400430534666,1191073219399139348,CC,85,rich highlands,tilted axis,inland sea,seven seas,lakes,primordial,pangaea standard,catherine de medici (black queen),menelik ii,kublai khan (mongolia),kupe,ambiorix,genghis khan,poundmaker,lautaro,philip ii,simon bolivar,tomyris,trajan,basil ii,hammurabi,tokugawa,alexander,harald varangian,shaka,jadwiga,montezuma,nader shah,eleanor of aquitaine (england),219573787492876288,382491852034801665,143812731764473856,318836707866968065,151039102005936128,181385569027227649,866240124857745418,370479602994380801,07/02/25,2
1055473395992641546,1267906166072021195,1267906166072021195,CC,72,7 seas,lakes,inland sea,timeout,pangaea standard,rich highlands,tilted axis,timeout,harald hardrada,genghis khan,alexander,tomyris,kupe,julius caesar,lautaro,tokugawa,philip ii,gitarja,basil ii,simon bolivar,montezuma,catherine de medici (black queen),kublai khan (mongolia),trajan,elizabeth i,harald varangian,ludwig ii,poundmaker,qin (unifier),1105560465997828158,223937610882482187,390180742014959628,1277037182636523563,778076813817413653,293593676947390467,255668167387381760,529143150732640266,07/02/25,2
848663783487307816,1185300521796501645,1185300521796501645,CC,101,seven seas,lakes,rich highlands,inland sea,primordial,tilted axis,pangaea standard,catherine de medici (black queen),julius caesar,lautaro,alexander,gilgamesh,genghis khan,philip ii,harald hardrada,tomyris,kublai khan (mongolia),harald varangian,ludwig ii,trajan,montezuma,kupe,wu zetian,simon bolivar,tokugawa,poundmaker,elizabeth i,suleiman (kanuni),matthias corvinus,229584957293461504,196025995998789632,731217157655887963,398214697817473025,527964826774011906,240520630728916992,311143568049831937,260510555373043713,08/02/25,2
1055473395992641546,1136784799294566424,1055473395992641546,CC,94,pangaea standard,inland sea,primordial,rich highlands,tilted axis,lakes,seven seas,shaka,genghis khan,matthias corvinus,catherine de medici (black queen),menelik ii,alexander,tomyris,julius caesar,kupe,lautaro,montezuma,philip ii,gilgamesh,tokugawa,kublai khan (mongolia),wu zetian,simon bolivar,trajan,nader shah,basil ii,saladin (vizier),hojo tokimune,794278580452196382,197330527202574336,1105560465997828158,160847431548796930,390180742014959628,557264585980248094,138691758035828736,690272251953676620,08/02/25,2
1234806560585154653,1191073219399139348,1191073219399139348,CC,69,rich highlands,inland sea,seven seas,pangaea standard,tilted axis,primordial,lakes,catherine de medici (black queen),menelik ii,lautaro,tokugawa,genghis khan,kupe,shaka,harald varangian,julius caesar,philip ii,eleanor of aquitaine (england),montezuma,hammurabi,seondeok,ambiorix,kublai khan (mongolia),alexandre,poundmaker,trajan,jadwiga,elizabeth i,victoria age of steam,264758051737698304,277440755914506240,239779580833955842,266184659363168256,262244450040807424,151039102005936128,526714611333070861,219573787492876288,09/02/25,2
1000707400430534666,1053250053235539988,1000707400430534666,Diplomatic,134,lakes,inland sea,rich highlands,primordial,tilted axis,pangaea standard,seven seas,lautaro,genghis khan,catherine de medici (black queen),alexander,simon bolivar,kublai khan (mongolia),wu zetian,kupe,shaka,philip ii,trajan,montezuma,poundmaker,tokugawa,tomyris,menelik ii,ambiorix,gilgamesh,matthias corvinus,hammurabi,hojo tokimune,tamar,382491852034801665,219516470357393409,181385569027227649,594500237570080770,167346966706126848,397063934525571082,370479602994380801,250006814391795714,10/02/25,2
848663783487307816,1191073219399139348,1191073219399139348,CC,129,rich highlands,lakes,seven seas,primordial,tilted axis,inland sea,pangaea standard,genghis khan,menelik ii,tomyris,tokugawa,alexander,kupe,kublai khan (mongolia),lautaro,poundmaker,catherine de medici (black queen),seondeok,montezuma,nader shah,ambiorix,shaka,harald varangian,philip ii,simon bolivar,trajan,hammurabi,pedro ii,yongle,293847512488607744,143812731764473856,311143568049831937,866240124857745418,260487700547633152,277440755914506240,553299007816990752,420018970457014282,11/02/25,2
1185300521796501645,1053250053235539988,1185300521796501645,CC,94,tilted axis,inland sea,lakes,primordial,seven seas,pangaea standard,rich highlands,catherine de medici (black queen),julius caesar,tokugawa,genghis khan,tomyris,alexander,wu zetian,kupe,lautaro,gitarja,dido,gilgamesh,elizabeth i,wilhelmina,harald hardrada,philip ii,kublai khan (mongolia),joao iii,victoria,trajan,hammurabi,nader shah,240520630728916992,594500237570080770,398214697817473025,250006814391795714,214525644845875202,397063934525571082,260510555373043713,231770428161523712,13/02/25,2
1234806560585154653,1055473395992641546,1055473395992641546,CC,117,rich highlands,pangaea standard,primordial,tilted axis,inland sea,seven seas,lakes,catherine de medici (black queen),tokugawa,lautaro,ambiorix,genghis khan,menelik ii,shaka,kupe,kublai khan (mongolia),tomyris,wu zetian,montezuma,basil ii,seondeok,philip ii,gilgamesh,poundmaker,simon bolivar,jadwiga,trajan,harald varangian,saladin (vizier),264758051737698304,390180742014959628,492691295471403010,255668167387381760,163729825331150849,311495473766858753,239779580833955842,138691758035828736,13/02/25,2
1000707400430534666,945399417803014204,945399417803014204,CC,91,lakes,pangaea standard,tilted axis,inland sea,seven seas,primordial,rich highlands,catherine de medici (black queen),genghis khan,lautaro,gilgamesh,kupe,ambiorix,julius caesar,alexander,tomyris,shaka,matthias corvinus,montezuma,wu zetian,menelik ii,philip ii,trajan,basil ii,simon bolivar,harald varangian,tokugawa,hammurabi,jadwiga,370479602994380801,191964345956171776,382491852034801665,203166986727849997,181385569027227649,186159844678565888,143121285054988289,218175524390830092,13/02/25,2
1267906166072021195,1136784799294566424,1267906166072021195,CC,57,seven seas,pangaea standard,lakes,inland sea,rich highlands,primordial,tilted axis,catherine de medici (black queen),alexander,lautaro,kupe,tomyris,philip ii,tokugawa,julius caesar,genghis khan,kublai khan (mongolia),basil ii,simon bolivar,montezuma,wu zetian,harald varangian,trajan,gitarja,elizabeth i,cyrus,gilgamesh,eleanor of aquitaine (france),nader shah,529143150732640266,160847431548796930,1277037182636523563,164908102573883392,223937610882482187,197330527202574336,293593676947390467,394256821810102283,15/02/25,2
1267906166072021195,945399417803014204,1267906166072021195,CC,45,pangaea standard,lakes,primordial,inland sea,seven seas,rich highlands,tilted axis,shaka,ambiorix,catherine de medici (black queen),genghis khan,trajan,lautaro,wu zetian,alexander,tomyris,timeout,basil ii,montezuma,matthias corvinus,kublai khan (mongolia),julius caesar,simon bolivar,philip ii,gilgamesh,cyrus,tokugawa,theodora,nader shah,223937610882482187,154592303036628994,1277037182636523563,191964345956171776,731217157655887963,186159844678565888,529143150732640266,376391932705767424,16/02/25,2
1234806560585154653,1000707400430534666,1234806560585154653,CC,99,rich highlands,seven seas,inland sea,pangaea standard,lakes,primordial,tilted axis,shaka,menelik ii,lautaro,tokugawa,catherine de medici (black queen),kupe,kublai khan (mongolia),genghis khan,poundmaker,alexander,trajan,wu zetian,simon bolivar,montezuma,philip ii,ambiorix,seondeok,tamar,hammurabi,eleanor of aquitaine (england),victoria age of steam,catherine de medici (manificence),264758051737698304,181385569027227649,239779580833955842,318836707866968065,163729825331150849,370479602994380801,526714611333070861,382491852034801665,19/02/25,2
1136784799294566424,1191073219399139348,1191073219399139348,CC,96,rich highlands,inland sea,pangaea standard,primordial,seven seas,tilted axis,lakes,kublai khan (mongolia),genghis khan,jadwiga,kupe,philip ii,menelik ii,tokugawa,lautaro,catherine de medici (black queen),shaka,tomyris,eleanor of aquitaine (england),wu zetian,seondeok,ambiorix,simon bolivar,hammurabi,trajan,yongle,montezuma,harald varangian,elizabeth i,442662323157598209,277440755914506240,394256821810102283,151039102005936128,197330527202574336,420018970457014282,164908102573883392,219573787492876288,20/02/25,2
1234806560585154653,1136784799294566424,1234806560585154653,CC,61,tilted axis,pangaea standard,inland sea,seven seas,rich highlands,primordial,lakes,julius caesar,philip ii,catherine de medici (black queen),kupe,lautaro,gitarja,genghis khan,gilgamesh,tomyris,tokugawa,joao iii,kublai khan (mongolia),eleanor of aquitaine (england),trajan,harald hardrada,hojo tokimune,wu zetian,dido,victoria,lady six sky,nader shah,cyrus,239779580833955842,286582615681662976,492691295471403010,164908102573883392,526714611333070861,442662323157598209,163729825331150849,690272251953676620,23/02/25,2
1055473395992641546,1185300521796501645,1185300521796501645,Diplomatic,131,rich highlands,tilted axis,inland sea,primordial,pangaea standard,seven seas,lakes,catherine de medici (black queen),genghis khan,kublai khan (mongolia),philip ii,poundmaker,lautaro,tokugawa,tomyris,ambiorix,menelik ii,montezuma,jadwiga,tamar,wu zetian,kupe,shaka,simon bolivar,trajan,seondeok,eleanor of aquitaine (england),soundiata keita,matthias corvinus,138691758035828736,236518317886668800,794278580452196382,398214697817473025,311495473766858753,240520630728916992,390180742014959628,260510555373043713,24/02/25,2
1055473395992641546,1000707400430534666,1000707400430534666,CC,126,pangaea standard,inland sea,seven seas,primordial,rich highlands,tilted axis,lakes,ambiorix,alexander,trajan,genghis khan,shaka,julius caesar,wu zetian,lautaro,tomyris,kupe,jadwiga,kublai khan (mongolia),nader shah,basil ii,catherine de medici (black queen),simon bolivar,tokugawa,montezuma,gilgamesh,saladin (vizir),matthias corvinus,tamar,1105560465997828158,188737964426264576,255668167387381760,143121285054988289,138691758035828736,382491852034801665,390180742014959628,167346966706126848,25/02/25,2
945399417803014204,1053250053235539988,945399417803014204,CC,57,lakes,seven seas,inland sea,primordial,tilted axis,rich highlands,pangaea standard,ambiorix,genghis khan,trajan,alexander,catherine de medici (black queen),lautaro,tokugawa,tomyris,gilgamesh,shaka,julius caesar,harald varangian,matthias corvinus,basil ii,kupe,kublai khan (mongolia),montezuma,philip ii,simon bolivar,tamar,saladin (vizier),cleopatra (egyptian),154592303036628994,456864221083205654,191964345956171776,397063934525571082,186159844678565888,476001992909651989,218175524390830092,594500237570080770,25/02/25,2
848663783487307816,1055473395992641546,848663783487307816,CC,68,rich highlands,inland sea,tilted axis,lakes,pangaea standard,primordial,seven seas,shaka,ambiorix,trajan,genghis khan,kublai khan (mongolia),lautaro,alexander,tokugawa,menelik ii,kupe,simon bolivar,poundmaker,gilgamesh,soundiata keita,philip ii,catherine de medici (black queen),basil ii,saladin (vizier),harald varangian,montezuma,tomyris,eleanor of aquitaine (france),595317841235017728,255668167387381760,311143568049831937,138691758035828736,229584957293461504,311495473766858753,293847512488607744,390180742014959628,25/02/25,2
1053250053235539988,1191073219399139348,1191073219399139348,CC,101,seven seas,rich highlands,primordial,lakes,tilted axis,pangaea standard,inland sea,kublai khan (mongolia),genghis khan,tomyris,harald hardrada,lautaro,kupe,philip ii,julius caesar,tokugawa,trajan,hammurabi,alexander,joao iii,wu zetian,catherine de medici (black queen),gilgamesh,jadwiga,harald varangian,cleopatra (egyptian),simon bolivar,dido,cyrus,250006814391795714,277440755914506240,456864221083205654,143812731764473856,476001992909651989,866240124857745418,594500237570080770,151039102005936128,27/02/25,2
1000707400430534666,1267906166072021195,1267906166072021195,CC,72,rich highlands,primordial,inland sea,lakes,tilted axis,pangaea standard,seven seas,lautaro,philip ii,catherine de medici (black queen),genghis khan,kublai khan (mongolia),kupe,shaka,ambiorix,alexander,menelik ii,hammurabi,tamar,simon bolivar,seondeok,tokugawa,poundmaker,montezuma,trajan,hojo tokimune,harald varangian,jadwiga,tomyris,382491852034801665,369051583608127488,370479602994380801,1277037182636523563,318836707866968065,529143150732640266,181385569027227649,456226577798135808,27/02/25,2
1185300521796501645,945399417803014204,1185300521796501645,CC,78,tilted axis,inland sea,pangaea standard,rich highlands,lakes,primordial,seven seas,hojo tokimune,philip ii,joao iii,kupe,gilgamesh,catherine de medici (black queen),lautaro,harald hardrada,tomyris,genghis khan,elizabeth i,wu zetian,eleanor of aquitaine (england),kublai khan (mongolia),julius caesar,gitarja,pedro ii,tokugawa,victoria age of steam,victoria,dido,trajan,196025995998789632,191964345956171776,236518317886668800,186159844678565888,398214697817473025,154592303036628994,214525644845875202,218175524390830092,27/02/25,2
1267906166072021195,1234806560585154653,1267906166072021195,CC,81,tilted axis,inland sea,pangaea standard,primordial,rich highlands,lakes,seven seas,lautaro,julius caesar,catherine de medici (black queen),gitarja,tokugawa,philip ii,qin (mandate of heaven),tomyris,kupe,genghis khan,wu zetian,joao iii,kublai khan (mongolia),dido,harald hardrada,gilgamesh,elizabeth i,hojo tokimune,trajan,lady six sky,eleanor of aquitaine (france),jaravarman vii,529143150732640266,492691295471403010,1277037182636523563,526714611333070861,223937610882482187,262244450040807424,293593676947390467,163729825331150849,28/02/25,2
945399417803014204,848663783487307816,848663783487307816,CC,63,pangaea standard,tilted axis,lakes,rich highlands,inland sea,primordial,seven seas,catherine de medici (black queen),genghis khan,gilgamesh,alexander,simon bolivar,lautaro,tomyris,julius caesar,montezuma,jadwiga,philip ii,trajan,nader shah,ambiorix,shaka,kupe,wu zetian,kublai khan (mongolia),cyrus,hammurabi,matthias corvinus,mvemba a nzinga,376391932705767424,311143568049831937,154592303036628994,731217157655887963,203166986727849997,260487700547633152,1258439569708154923,553299007816990752,02/03/25,2
1191073219399139348,1185300521796501645,1185300521796501645,CC,89,pangaea standard,tilted axis,rich highlands,seven seas,inland sea,primordial,lakes,lautaro,julius caesar,trajan,genghis khan,simon bolivar,shaka,wu zetian,alexander,montezuma,ambiorix,kupe,matthias corvinus,cyrus,gilgamesh,catherine de medici (black queen),tomyris,jadwiga,kublai khan (mongolia),tokugawa,nader shah,hammurabi,philip ii,866240124857745418,196025995998789632,277440755914506240,398214697817473025,143812731764473856,240520630728916992,409504762338213888,260510555373043713,02/03/25,2
1136784799294566424,1053250053235539988,1136784799294566424,CC,120,rich highlands,inland sea,lakes,tilted axis,pangaea standard,seven seas,primordial,genghis khan,lautaro,catherine de medici (black queen),kupe,tomyris,basil ii,alexander,ambiorix,shaka,menelik ii,hammurabi,trajan,lady six sky,harald varangian,kublai khan (mongolia),philip ii,montezuma,tamar,eleanor of aquitaine (england),poundmaker,elizabeth i,gandhi,197330527202574336,397063934525571082,557264585980248094,250006814391795714,286582615681662976,476001992909651989,690272251953676620,594500237570080770,04/03/25,2
1234806560585154653,848663783487307816,848663783487307816,CC,65,pangaea standard,rich highlands,seven seas,inland sea,tilted axis,primordial,lakes,lautaro,catherine de medici (black queen),shaka,julius caesar,alexander,genghis khan,tomyris,wu zetian,kublai khan (mongolia),kupe,basil ii,matthias corvinus,jadwiga,nader shah,gilgamesh,simon bolivar,trajan,montezuma,menelik ii,hammurabi,cyrus,philip ii,492691295471403010,553299007816990752,239779580833955842,260487700547633152,262244450040807424,229584957293461504,776524547692298292,311143568049831937,05/03/25,2
1191073219399139348,1055473395992641546,1191073219399139348,CC,72,rich highlands,seven seas,pangaea standard,primordial,inland sea,tilted axis,lakes,trajan,genghis khan,philip ii,lautaro,menelik ii,catherine de medici (black queen),simon bolivar,kublai khan (mongolia),kupe,ambiorix,matthias corvinus,montezuma,hammurabi,tomyris,shaka,cree,harald varangian,ramses,victoria age of steam,elizabeth i,jadwiga,seondeok,866240124857745418,778076813817413653,143812731764473856,138691758035828736,219573787492876288,1105560465997828158,277440755914506240,390180742014959628,05/03/25,2
1000707400430534666,1136784799294566424,1000707400430534666,CC,110,seven seas,primordial,inland sea,lakes,pangaea standard,rich highlands,tilted axis,lautaro,harald hardrada,kublai khan (mongolia),alexander,catherine de medici (black queen),tomyris,wu zetian,kupe,genghis khan,gitarja,montezuma,harald varangian,dido,elizabeth i,philip ii,julius caesar,trajan,basil ii,nader shah,hojo tokimune,saladin (sultan),hammurabi,370479602994380801,197330527202574336,143121285054988289,557264585980248094,318836707866968065,286582615681662976,382491852034801665,160847431548796930,07/03/25,2
1267906166072021195,848663783487307816,1267906166072021195,CC,95,rich highlands,inland sea,lakes,primordial,seven seas,pangaea standard,tilted axis,genghis khan,menelik ii,shaka,ambiorix,lautaro,philip ii,simon bolivar,harald varangian,catherine de medici (black queen),kublai khan (mongolia),pedro ii,poundmaker,seondeok,trajan,kupe,tomyris,basil ii,montezuma,pachacuti,hammurabi,hojo tokimune,eleanor of aquitaine (england),369051583608127488,293847512488607744,529143150732640266,311143568049831937,456226577798135808,229584957293461504,1277037182636523563,595317841235017728,07/03/25,2
1185300521796501645,1234806560585154653,1185300521796501645,CC,108,rich highlands,inland sea,pangaea standard,primordial,lakes,seven seas,tilted axis,catherine de medici (black queen),kupe,shaka,lautaro,poundmaker,genghis khan,kublai khan (mongolia),menelik ii,basil ii,ambiorix,montezuma,wu zetian,simon bolivar,eleanor of aquitaine (england),philip ii,trajan,tomyris,jaravarman vii,nader shah,seondeok,soundiata keita,victoria age of steam,260510555373043713,776524547692298292,236518317886668800,262244450040807424,293827574554034179,239779580833955842,240520630728916992,526714611333070861,09/03/25,2
1234806560585154653,1053250053235539988,1234806560585154653,CC,90,lakes,pangaea standard,rich highlands,primordial,tilted axis,inland sea,seven seas,catherine de medici (black queen),genghis khan,lautaro,philip ii,shaka,kupe,alexander,menelik ii,simon bolivar,tomyris,saladin (vizier),matthias corvinus,lady six sky,montezuma,gilgamesh,ambiorix,trajan,kublai khan (mongolia),jadwiga,julius caesar,wu zetian,hammurabi,492691295471403010,130032783476129792,264758051737698304,477581564562243594,163729825331150849,476001992909651989,262244450040807424,397063934525571082,11/03/25,2
